target_id,account_id,campaign_id,first_target_at,month,recommended_channel,priority,borrower_id,dpd,risk_segment,loan_type,outstanding_amount,timezone,campaign_name,channel,strategy_version,dpd_band,targeting_events,cohort_recovered_amount,cohort_payment_count,recovered_amount,payment_count,recovered
TGT0031469,ACC0020179,CMP0000057,2026-01-19,2026-01,SMS,8,BRW0003405,75,LOW,CREDIT_CARD,602928.77,Asia/Kolkata,30DPD_W1,MIXED,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0034152,ACC0020184,CMP0000099,2026-01-26,2026-01,FIELD,10,BRW0002477,120,NPA,AUTO,102797.72,UTC,BOUNCE,WHATSAPP,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0008562,ACC0020185,CMP0000101,2026-01-10,2026-01,WHATSAPP,9,BRW0005035,75,MEDIUM,BNPL,261676.18,UTC,BOUNCE,MIXED,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0024054,ACC0020188,CMP0000009,2026-01-10,2026-01,FIELD,4,BRW0006755,75,HIGH,BNPL,276242.71,Asia/Dubai,60DPD_INTENT,WHATSAPP,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0021784,ACC0020189,CMP0000102,2026-01-19,2026-01,VOICE,3,BRW0008483,15,MEDIUM,BNPL,382892.15,Asia/Dubai,NPA_RECOVERY,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0028137,ACC0020205,CMP0000118,2026-01-15,2026-01,WHATSAPP,1,BRW0003253,15,HIGH,CONSUMER,597233.3,Asia/Dubai,30DPD_W1,FIELD,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0025295,ACC0020208,CMP0000047,2026-01-17,2026-01,WHATSAPP,7,BRW0000194,30,NPA,BNPL,125559.27,UTC,BOUNCE,WHATSAPP,v2,0-30,2,0.0,0.0,0.0,0.0,False
TGT0029021,ACC0020213,CMP0000068,2026-01-21,2026-01,FIELD,8,BRW0008130,120,HIGH,PERSONAL,147737.45,Asia/Kolkata,NPA_RECOVERY,VOICE,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0032480,ACC0020217,CMP0000108,2026-01-28,2026-01,VOICE,2,BRW0001844,1,MEDIUM,CONSUMER,329520.14,Asia/Dubai,NPA_RECOVERY,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0012858,ACC0020234,CMP0000042,2026-01-07,2026-01,FIELD,6,BRW0010364,45,LOW,BNPL,207421.45,UTC,BOUNCE,FIELD,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0001445,ACC0020242,CMP0000011,2026-01-30,2026-01,WHATSAPP,6,BRW0005750,45,LOW,CONSUMER,458610.76,Asia/Kolkata,NPA_RECOVERY,WHATSAPP,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0037221,ACC0020251,CMP0000076,2026-01-15,2026-01,VOICE,2,BRW0000237,30,MEDIUM,CONSUMER,507013.98,UTC,DIGITAL_FOLLOWUP,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0018237,ACC0020255,CMP0000073,2026-01-30,2026-01,SMS,3,BRW0008610,180,NPA,PERSONAL,530173.15,Asia/Kolkata,60DPD_INTENT,SMS,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0027770,ACC0020265,CMP0000004,2026-01-26,2026-01,SMS,8,BRW0004765,30,NPA,BNPL,675634.62,UTC,BOUNCE,VOICE,legacy,0-30,2,0.0,0.0,0.0,0.0,False
TGT0005587,ACC0020267,CMP0000005,2026-01-01,2026-01,WHATSAPP,3,BRW0011395,30,NPA,AUTO,448275.01,UTC,60DPD_INTENT,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0014112,ACC0020277,CMP0000016,2026-01-21,2026-01,SMS,10,BRW0001302,180,HIGH,AUTO,22982.45,Asia/Dubai,NPA_RECOVERY,MIXED,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0013392,ACC0020280,CMP0000006,2026-01-10,2026-01,FIELD,2,BRW0007638,45,LOW,CONSUMER,309017.07,Asia/Kolkata,BOUNCE,MIXED,legacy,31-60,1,41277.1,1.0,41277.1,1.0,True
TGT0041286,ACC0020281,CMP0000070,2026-01-02,2026-01,FIELD,1,BRW0010791,75,NPA,BNPL,358799.02,UTC,60DPD_INTENT,WHATSAPP,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0025171,ACC0020283,CMP0000091,2026-01-08,2026-01,WHATSAPP,8,BRW0002102,120,NPA,CONSUMER,234407.31,UTC,DIGITAL_FOLLOWUP,VOICE,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0031769,ACC0020294,CMP0000114,2026-01-04,2026-01,WHATSAPP,5,BRW0003784,180,HIGH,BNPL,594929.9,Asia/Kolkata,60DPD_INTENT,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0015964,ACC0020311,CMP0000093,2026-01-16,2026-01,SMS,5,BRW0006563,0,MEDIUM,AUTO,189261.3,Asia/Dubai,60DPD_INTENT,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0035684,ACC0020317,CMP0000082,2026-01-01,2026-01,SMS,2,BRW0004602,1,MEDIUM,PERSONAL,359918.94,Asia/Kolkata,DIGITAL_FOLLOWUP,MIXED,v2,0-30,2,0.0,0.0,0.0,0.0,False
TGT0002342,ACC0020329,CMP0000027,2026-01-22,2026-01,WHATSAPP,10,BRW0009160,180,MEDIUM,PERSONAL,374674.79,Asia/Dubai,BOUNCE,VOICE,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0033082,ACC0020347,CMP0000002,2026-01-02,2026-01,FIELD,5,BRW0008120,0,LOW,CREDIT_CARD,538212.37,Asia/Dubai,BOUNCE,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0032089,ACC0020351,CMP0000006,2026-01-29,2026-01,WHATSAPP,3,BRW0011389,75,LOW,BNPL,387857.21,Asia/Kolkata,BOUNCE,MIXED,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0031308,ACC0020365,CMP0000111,2026-01-26,2026-01,VOICE,6,BRW0004653,60,LOW,CREDIT_CARD,84437.08,UTC,30DPD_W1,FIELD,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0007043,ACC0020366,CMP0000035,2026-01-11,2026-01,FIELD,10,BRW0010841,45,LOW,CONSUMER,175535.65,Asia/Kolkata,30DPD_W1,MIXED,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0008267,ACC0020367,CMP0000110,2026-01-19,2026-01,VOICE,10,BRW0009632,30,MEDIUM,AUTO,153063.82,UTC,DIGITAL_FOLLOWUP,VOICE,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0004306,ACC0020377,CMP0000071,2026-01-24,2026-01,SMS,7,BRW0002685,15,NPA,CREDIT_CARD,398714.68,Asia/Dubai,30DPD_W1,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0018177,ACC0020381,CMP0000061,2026-01-04,2026-01,WHATSAPP,3,BRW0007000,60,LOW,AUTO,375945.77,Asia/Dubai,30DPD_W1,WHATSAPP,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0009754,ACC0020383,CMP0000090,2026-01-20,2026-01,SMS,9,BRW0005876,60,HIGH,BNPL,442243.63,Asia/Kolkata,30DPD_W1,FIELD,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0019460,ACC0020388,CMP0000048,2026-01-23,2026-01,FIELD,10,BRW0006094,60,LOW,CONSUMER,332216.51,Asia/Kolkata,NPA_RECOVERY,WHATSAPP,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0027517,ACC0020392,CMP0000054,2026-01-26,2026-01,SMS,5,BRW0004011,60,LOW,PERSONAL,649974.29,UTC,BOUNCE,SMS,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0042589,ACC0020394,CMP0000092,2026-01-04,2026-01,VOICE,6,BRW0007229,5,HIGH,PERSONAL,109480.89,UTC,NPA_RECOVERY,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0012846,ACC0020396,CMP0000064,2026-01-27,2026-01,SMS,6,BRW0008788,1,HIGH,BNPL,7699.7,UTC,60DPD_INTENT,FIELD,v2,0-30,1,68340.13,1.0,0.0,0.0,False
TGT0018584,ACC0020404,CMP0000018,2026-01-21,2026-01,FIELD,2,BRW0007234,75,NPA,PERSONAL,321990.94,Asia/Kolkata,60DPD_INTENT,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0006041,ACC0020410,CMP0000107,2026-01-24,2026-01,SMS,10,BRW0006730,30,LOW,AUTO,232310.83,Asia/Kolkata,DIGITAL_FOLLOWUP,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0025709,ACC0020415,CMP0000017,2026-01-13,2026-01,FIELD,4,BRW0007961,30,HIGH,CONSUMER,229921.45,Asia/Kolkata,NPA_RECOVERY,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0030980,ACC0020420,CMP0000071,2026-01-21,2026-01,VOICE,1,BRW0006401,45,NPA,CONSUMER,547790.82,UTC,30DPD_W1,MIXED,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0013435,ACC0020422,CMP0000023,2026-01-08,2026-01,SMS,7,BRW0007334,60,LOW,BNPL,82592.88,UTC,BOUNCE,VOICE,v2,31-60,2,0.0,0.0,0.0,0.0,False
TGT0014292,ACC0020426,CMP0000032,2026-01-19,2026-01,VOICE,7,BRW0000547,120,LOW,PERSONAL,218588.12,Asia/Dubai,NPA_RECOVERY,MIXED,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0043116,ACC0020436,CMP0000063,2026-01-30,2026-01,VOICE,8,BRW0004690,15,NPA,AUTO,51530.55,Asia/Dubai,BOUNCE,WHATSAPP,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043944,ACC0020445,CMP0000074,2026-01-03,2026-01,SMS,2,BRW0007761,180,LOW,CREDIT_CARD,362418.68,Asia/Dubai,BOUNCE,MIXED,legacy,91+,2,0.0,0.0,0.0,0.0,False
TGT0018232,ACC0020446,CMP0000087,2026-01-15,2026-01,WHATSAPP,8,BRW0004198,0,MEDIUM,CONSUMER,522523.55,UTC,60DPD_INTENT,SMS,legacy,0-30,2,25579.88,1.0,0.0,0.0,False
TGT0044723,ACC0020447,CMP0000040,2026-01-16,2026-01,WHATSAPP,7,BRW0005231,30,LOW,AUTO,305500.98,UTC,DIGITAL_FOLLOWUP,FIELD,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0011677,ACC0020453,CMP0000066,2026-01-21,2026-01,SMS,9,BRW0001623,5,MEDIUM,CONSUMER,332183.44,Asia/Kolkata,60DPD_INTENT,WHATSAPP,v2,0-30,2,0.0,0.0,0.0,0.0,False
TGT0010294,ACC0020455,CMP0000118,2026-01-19,2026-01,VOICE,3,BRW0006738,15,MEDIUM,BNPL,471743.96,UTC,30DPD_W1,FIELD,v3,0-30,2,0.0,0.0,0.0,0.0,False
TGT0042358,ACC0020466,CMP0000102,2026-01-19,2026-01,FIELD,4,BRW0009738,180,NPA,BNPL,192369.95,UTC,NPA_RECOVERY,VOICE,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0012766,ACC0020472,CMP0000024,2026-01-04,2026-01,SMS,9,BRW0010648,15,HIGH,AUTO,131917.23,UTC,NPA_RECOVERY,SMS,legacy,0-30,2,0.0,0.0,0.0,0.0,False
TGT0013246,ACC0020474,CMP0000063,2026-01-30,2026-01,VOICE,7,BRW0008114,75,MEDIUM,CREDIT_CARD,135488.43,Asia/Dubai,BOUNCE,WHATSAPP,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0026076,ACC0020476,CMP0000052,2026-01-10,2026-01,FIELD,4,BRW0009873,75,NPA,AUTO,404755.45,Asia/Dubai,BOUNCE,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0036652,ACC0020480,CMP0000081,2026-01-28,2026-01,FIELD,7,BRW0006655,15,MEDIUM,AUTO,318868.98,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0029480,ACC0020485,CMP0000004,2026-01-21,2026-01,SMS,4,BRW0003129,60,NPA,CREDIT_CARD,331687.15,Asia/Kolkata,BOUNCE,VOICE,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0002600,ACC0020495,CMP0000044,2026-01-17,2026-01,FIELD,3,BRW0007134,30,HIGH,AUTO,304640.65,Asia/Kolkata,NPA_RECOVERY,SMS,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0020847,ACC0020496,CMP0000091,2026-01-14,2026-01,SMS,9,BRW0001796,15,MEDIUM,BNPL,645087.18,UTC,DIGITAL_FOLLOWUP,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0015044,ACC0020503,CMP0000115,2026-01-29,2026-01,WHATSAPP,7,BRW0010824,45,LOW,CREDIT_CARD,123011.91,UTC,BOUNCE,FIELD,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0007737,ACC0020505,CMP0000029,2026-01-28,2026-01,WHATSAPP,1,BRW0003486,30,HIGH,BNPL,336914.27,Asia/Kolkata,60DPD_INTENT,MIXED,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0027861,ACC0020508,CMP0000119,2026-01-23,2026-01,VOICE,5,BRW0008163,75,HIGH,CREDIT_CARD,224014.59,Asia/Dubai,30DPD_W1,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0009372,ACC0020509,CMP0000108,2026-01-03,2026-01,SMS,8,BRW0006489,75,MEDIUM,AUTO,179410.22,UTC,NPA_RECOVERY,VOICE,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0024528,ACC0020514,CMP0000104,2026-01-20,2026-01,SMS,5,BRW0000678,90,NPA,AUTO,540733.26,Asia/Kolkata,30DPD_W1,FIELD,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0007743,ACC0020515,CMP0000015,2026-01-13,2026-01,FIELD,8,BRW0010077,1,MEDIUM,CONSUMER,62072.47,Asia/Kolkata,DIGITAL_FOLLOWUP,FIELD,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0025119,ACC0020525,CMP0000094,2026-01-02,2026-01,SMS,10,BRW0002361,30,NPA,AUTO,122757.61,Asia/Dubai,60DPD_INTENT,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0020190,ACC0020526,CMP0000001,2026-01-08,2026-01,WHATSAPP,4,BRW0007763,120,MEDIUM,AUTO,581924.75,Asia/Kolkata,DIGITAL_FOLLOWUP,FIELD,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0043409,ACC0020527,CMP0000039,2026-01-25,2026-01,FIELD,5,BRW0002644,5,NPA,AUTO,235081.4,UTC,DIGITAL_FOLLOWUP,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0029230,ACC0020533,CMP0000050,2026-01-19,2026-01,SMS,9,BRW0006740,180,NPA,AUTO,667052.7,UTC,NPA_RECOVERY,SMS,v1,91+,1,101627.83,1.0,0.0,0.0,False
TGT0002422,ACC0020537,CMP0000017,2026-01-21,2026-01,VOICE,10,BRW0011622,30,MEDIUM,CONSUMER,570452.02,Asia/Dubai,NPA_RECOVERY,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0019064,ACC0020538,CMP0000024,2026-01-27,2026-01,SMS,10,BRW0005740,45,LOW,CONSUMER,331561.26,Asia/Dubai,NPA_RECOVERY,SMS,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0039234,ACC0020541,CMP0000036,2026-01-21,2026-01,VOICE,4,BRW0005435,75,HIGH,PERSONAL,656508.99,Asia/Kolkata,30DPD_W1,SMS,v1,61-90,2,0.0,0.0,0.0,0.0,False
TGT0010839,ACC0020542,CMP0000078,2026-01-04,2026-01,VOICE,9,BRW0010841,75,HIGH,BNPL,298870.66,Asia/Kolkata,60DPD_INTENT,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0012315,ACC0020544,CMP0000041,2026-01-23,2026-01,FIELD,8,BRW0009258,90,NPA,CREDIT_CARD,640273.21,Asia/Kolkata,30DPD_W1,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0031884,ACC0020545,CMP0000107,2026-01-25,2026-01,FIELD,6,BRW0002712,75,MEDIUM,CONSUMER,98703.97,UTC,DIGITAL_FOLLOWUP,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0014322,ACC0020548,CMP0000065,2026-01-07,2026-01,VOICE,2,BRW0007585,45,LOW,AUTO,574657.49,UTC,30DPD_W1,WHATSAPP,v3,31-60,3,130479.84,1.0,130479.84,1.0,True
TGT0029206,ACC0020549,CMP0000007,2026-01-20,2026-01,WHATSAPP,6,BRW0004624,1,NPA,PERSONAL,631683.91,Asia/Kolkata,DIGITAL_FOLLOWUP,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0002760,ACC0020552,CMP0000081,2026-01-03,2026-01,SMS,6,BRW0011287,90,MEDIUM,CONSUMER,655642.8,Asia/Dubai,DIGITAL_FOLLOWUP,WHATSAPP,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0026414,ACC0020554,CMP0000003,2026-01-04,2026-01,VOICE,3,BRW0008311,30,LOW,CONSUMER,248131.7,UTC,30DPD_W1,MIXED,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0012693,ACC0020556,CMP0000094,2026-01-05,2026-01,VOICE,2,BRW0007136,90,LOW,AUTO,475050.66,Asia/Dubai,60DPD_INTENT,WHATSAPP,v3,61-90,2,0.0,0.0,0.0,0.0,False
TGT0026458,ACC0020558,CMP0000109,2026-01-20,2026-01,WHATSAPP,5,BRW0009673,60,LOW,AUTO,468373.62,UTC,NPA_RECOVERY,MIXED,v1,31-60,3,0.0,0.0,0.0,0.0,False
TGT0032025,ACC0020561,CMP0000112,2026-01-14,2026-01,SMS,2,BRW0009357,30,MEDIUM,AUTO,18768.02,Asia/Dubai,60DPD_INTENT,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0003387,ACC0020562,CMP0000104,2026-01-06,2026-01,WHATSAPP,6,,45,MEDIUM,CONSUMER,2130.14,UTC,30DPD_W1,FIELD,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0028306,ACC0020564,CMP0000047,2026-01-29,2026-01,VOICE,4,BRW0003706,30,NPA,AUTO,324715.24,Asia/Kolkata,BOUNCE,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0008698,ACC0020571,CMP0000059,2026-01-27,2026-01,SMS,10,BRW0008263,15,NPA,CREDIT_CARD,249274.48,Asia/Dubai,30DPD_W1,MIXED,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0041910,ACC0020572,CMP0000096,2026-01-10,2026-01,VOICE,8,BRW0011959,60,LOW,CONSUMER,237081.32,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0007086,ACC0020574,CMP0000081,2026-01-28,2026-01,WHATSAPP,8,BRW0011745,45,LOW,PERSONAL,68994.41,Asia/Dubai,DIGITAL_FOLLOWUP,WHATSAPP,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0030563,ACC0020579,CMP0000095,2026-01-03,2026-01,VOICE,3,BRW0010449,15,LOW,PERSONAL,355507.84,Asia/Dubai,DIGITAL_FOLLOWUP,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0027796,ACC0020584,CMP0000103,2026-01-21,2026-01,FIELD,4,BRW0004489,0,LOW,PERSONAL,369338.56,UTC,NPA_RECOVERY,WHATSAPP,legacy,0-30,1,3110.55,1.0,0.0,0.0,False
TGT0002153,ACC0020590,CMP0000086,2026-01-29,2026-01,WHATSAPP,6,BRW0005417,15,NPA,AUTO,2845.78,Asia/Dubai,DIGITAL_FOLLOWUP,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0003597,ACC0020597,CMP0000097,2026-01-13,2026-01,VOICE,9,BRW0001911,0,MEDIUM,CONSUMER,647379.63,UTC,NPA_RECOVERY,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0018461,ACC0020604,CMP0000035,2026-01-05,2026-01,FIELD,5,BRW0004762,180,MEDIUM,CONSUMER,18932.23,UTC,30DPD_W1,MIXED,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0006116,ACC0020607,CMP0000105,2026-01-28,2026-01,VOICE,3,BRW0011500,15,HIGH,AUTO,413441.61,Asia/Kolkata,BOUNCE,FIELD,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0007115,ACC0020630,CMP0000031,2026-01-07,2026-01,SMS,9,BRW0007398,1,LOW,CONSUMER,570211.75,Asia/Dubai,30DPD_W1,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0029934,ACC0020634,CMP0000002,2026-01-19,2026-01,VOICE,4,BRW0007820,45,MEDIUM,CONSUMER,131906.55,Asia/Dubai,BOUNCE,MIXED,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0043234,ACC0020641,CMP0000041,2026-01-07,2026-01,WHATSAPP,2,BRW0008362,120,MEDIUM,CONSUMER,97338.68,UTC,30DPD_W1,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0031072,ACC0020644,CMP0000088,2026-01-29,2026-01,FIELD,8,BRW0010806,75,NPA,BNPL,409584.67,UTC,30DPD_W1,MIXED,v1,61-90,1,76608.61,1.0,0.0,0.0,False
TGT0025652,ACC0020660,CMP0000078,2026-01-14,2026-01,WHATSAPP,7,BRW0004860,15,LOW,CREDIT_CARD,349516.77,Asia/Kolkata,60DPD_INTENT,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0015490,ACC0020670,CMP0000099,2026-01-29,2026-01,FIELD,3,BRW0011590,1,HIGH,CONSUMER,539669.65,UTC,BOUNCE,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0041729,ACC0020679,CMP0000106,2026-01-16,2026-01,SMS,5,BRW0009673,90,HIGH,BNPL,45887.12,Asia/Dubai,NPA_RECOVERY,SMS,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0009798,ACC0020680,CMP0000085,2026-01-14,2026-01,VOICE,1,BRW0005472,60,NPA,PERSONAL,27723.13,Asia/Kolkata,60DPD_INTENT,MIXED,legacy,31-60,2,0.0,0.0,0.0,0.0,False
TGT0010485,ACC0020681,CMP0000113,2026-01-03,2026-01,WHATSAPP,9,BRW0010323,0,MEDIUM,AUTO,169938.75,UTC,30DPD_W1,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0019786,ACC0020688,CMP0000015,2026-01-08,2026-01,SMS,10,BRW0010672,60,NPA,CREDIT_CARD,503102.67,Asia/Dubai,DIGITAL_FOLLOWUP,FIELD,v3,31-60,2,0.0,0.0,0.0,0.0,False
TGT0025778,ACC0020689,CMP0000039,2026-01-20,2026-01,WHATSAPP,4,BRW0006592,30,HIGH,CREDIT_CARD,61999.15,Asia/Kolkata,DIGITAL_FOLLOWUP,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0041818,ACC0020694,CMP0000088,2026-01-01,2026-01,SMS,2,BRW0002000,75,NPA,CREDIT_CARD,593318.12,Asia/Kolkata,30DPD_W1,MIXED,v1,61-90,3,128732.97,1.0,128732.97,1.0,True
TGT0023025,ACC0020701,CMP0000084,2026-01-06,2026-01,SMS,6,BRW0003537,45,LOW,AUTO,660326.04,Asia/Dubai,BOUNCE,FIELD,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0026808,ACC0020703,CMP0000038,2026-01-18,2026-01,VOICE,4,BRW0008324,120,NPA,CREDIT_CARD,204731.32,UTC,NPA_RECOVERY,FIELD,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0037869,ACC0020714,CMP0000076,2026-01-08,2026-01,FIELD,1,BRW0009611,15,LOW,BNPL,136126.2,Asia/Kolkata,DIGITAL_FOLLOWUP,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0017308,ACC0020717,CMP0000106,2026-01-23,2026-01,WHATSAPP,1,BRW0003790,5,NPA,CREDIT_CARD,493316.57,UTC,NPA_RECOVERY,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0021965,ACC0020720,CMP0000095,2026-01-31,2026-01,SMS,8,BRW0008571,1,LOW,AUTO,437266.29,Asia/Kolkata,DIGITAL_FOLLOWUP,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0036187,ACC0020729,CMP0000074,2026-01-13,2026-01,WHATSAPP,5,BRW0003650,90,MEDIUM,AUTO,397487.08,Asia/Kolkata,BOUNCE,MIXED,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0013486,ACC0020731,CMP0000036,2026-01-25,2026-01,FIELD,7,BRW0010760,45,HIGH,AUTO,163695.86,Asia/Kolkata,30DPD_W1,SMS,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0029298,ACC0020743,CMP0000047,2026-01-20,2026-01,WHATSAPP,1,BRW0001958,180,LOW,CONSUMER,79713.38,Asia/Dubai,BOUNCE,WHATSAPP,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0006145,ACC0020750,CMP0000031,2026-01-24,2026-01,SMS,7,BRW0011762,15,MEDIUM,AUTO,347744.16,UTC,30DPD_W1,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0034376,ACC0020756,CMP0000096,2026-01-01,2026-01,VOICE,1,BRW0010764,60,MEDIUM,BNPL,640812.31,Asia/Kolkata,DIGITAL_FOLLOWUP,WHATSAPP,legacy,31-60,1,130057.52,1.0,130057.52,1.0,True
TGT0024693,ACC0020758,CMP0000022,2026-01-15,2026-01,WHATSAPP,5,BRW0005444,60,HIGH,AUTO,305177.91,Asia/Kolkata,60DPD_INTENT,VOICE,v3,31-60,1,93699.07,1.0,0.0,0.0,False
TGT0015960,ACC0020759,CMP0000003,2026-01-06,2026-01,VOICE,9,BRW0004619,120,LOW,CONSUMER,361543.67,Asia/Kolkata,30DPD_W1,MIXED,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0029567,ACC0020762,CMP0000106,2026-01-08,2026-01,FIELD,3,BRW0010685,120,HIGH,PERSONAL,221015.62,Asia/Kolkata,NPA_RECOVERY,SMS,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0022550,ACC0020763,CMP0000017,2026-01-20,2026-01,SMS,6,BRW0009409,1,LOW,CREDIT_CARD,226224.14,Asia/Kolkata,NPA_RECOVERY,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0038884,ACC0020778,CMP0000004,2026-01-18,2026-01,VOICE,6,BRW0005460,30,LOW,CONSUMER,611979.75,Asia/Dubai,BOUNCE,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0023587,ACC0020779,CMP0000041,2026-01-22,2026-01,FIELD,2,BRW0005466,45,NPA,CONSUMER,197001.9,Asia/Kolkata,30DPD_W1,SMS,legacy,31-60,1,51522.27,1.0,0.0,0.0,False
TGT0020472,ACC0020783,CMP0000034,2026-01-30,2026-01,WHATSAPP,4,BRW0000972,30,LOW,AUTO,380058.74,UTC,DIGITAL_FOLLOWUP,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043162,ACC0020787,CMP0000097,2026-01-17,2026-01,SMS,1,BRW0011222,120,MEDIUM,CREDIT_CARD,83209.55,UTC,NPA_RECOVERY,MIXED,v2,91+,1,0.0,0.0,0.0,0.0,False
