agent_id,employee_code,team,vendor_id,joined_at,canonical_agent_id
AGT0000324,EMP00796,FIELD,VND0000014,2025-03-09 03:30:25,AGT0000324
AGT0000325,EMP00809,T2,VND0000001,2025-07-24 01:16:02,AGT0000325
AGT0000326,EMP00867,DIGITAL,VND0000012,2024-03-31 23:31:24,AGT0000326
AGT0000327,EMP00599,FIELD,VND0000002,2025-02-27 08:31:14,AGT0000327
AGT0000328,EMP00026,DIGITAL,VND0000012,2025-10-17 12:14:28,AGT0000328
AGT0000329,EMP00843,FIELD,VND0000004,2024-11-27 03:48:44,AGT0000409
AGT0000330,EMP00725,FIELD,VND0000014,2024-02-26 01:29:51,AGT0000330
AGT0000331,EMP00173,T1,VND0000002,2025-10-29 23:38:55,AGT0000696
AGT0000332,EMP00286,T2,VND0000013,2024-04-23 13:26:46,AGT0000332
AGT0000333,EMP00503,T2,VND0000001,2024-09-11 11:22:28,AGT0000333
AGT0000334,EMP00095,FIELD,VND0000010,2024-12-17 23:32:33,AGT0000334
AGT0000335,EMP00137,FIELD,VND0000006,2024-08-06 17:14:07,AGT0000335
AGT0000336,EMP00877,T1,VND0000007,2024-08-01 13:09:46,AGT0000799
AGT0000337,EMP00308,T2,VND0000005,2024-06-11 20:15:46,AGT0000337
AGT0000338,EMP00895,DIGITAL,VND0000011,2024-11-15 19:22:41,AGT0000338
AGT0000339,EMP00246,T3,VND0000006,2024-06-20 05:51:31,AGT0000339
AGT0000340,EMP00221,DIGITAL,VND0000010,2025-08-22 15:07:41,AGT0000340
AGT0000341,EMP00286,FIELD,VND0000012,2024-07-06 16:55:18,AGT0000332
AGT0000342,EMP00051,DIGITAL,VND0000015,2025-11-02 00:41:24,AGT0000342
AGT0000343,EMP00401,T3,VND0000006,2024-12-13 01:53:47,AGT0000594
AGT0000344,EMP00405,FIELD,VND0000012,2024-11-28 13:59:11,AGT0000511
AGT0000345,EMP00123,T3,VND0000003,2025-11-13 16:49:19,AGT0000026
AGT0000346,EMP00005,FIELD,VND0000013,2024-09-16 04:27:21,AGT0000346
AGT0000347,EMP00144,T3,VND0000004,2024-06-23 04:53:41,AGT0000239
AGT0000348,EMP00046,FIELD,VND0000008,2025-07-26 19:58:15,AGT0000875
AGT0000349,EMP01009,FIELD,VND0000001,2025-02-17 21:40:38,AGT0000349
AGT0000350,EMP00669,T3,VND0000011,2025-01-16 09:04:04,AGT0000190
AGT0000351,EMP00567,T2,VND0000002,2025-05-10 14:16:39,AGT0000351
AGT0000352,EMP00469,T1,VND0000009,2024-08-19 18:02:40,AGT0000352
AGT0000353,EMP00595,FIELD,VND0000014,2024-11-02 16:00:10,AGT0000353
AGT0000354,EMP00926,DIGITAL,VND0000011,2024-10-04 08:36:23,AGT0000354
AGT0000355,EMP00099,T2,VND0000012,2025-11-11 14:57:34,AGT0000086
AGT0000356,EMP00258,DIGITAL,VND0000012,2025-10-11 13:01:38,AGT0000356
AGT0000357,EMP00639,T2,VND0000001,2024-02-18 10:24:12,AGT0000357
AGT0000358,EMP00699,T3,VND0000004,2025-04-19 10:29:57,AGT0000358
AGT0000359,EMP00119,T1,VND0000012,2024-04-17 14:06:29,AGT0000359
AGT0000360,EMP00190,T1,VND0000001,2024-11-28 12:25:57,AGT0000698
AGT0000361,EMP00799,T1,VND0000014,2025-10-28 09:48:00,AGT0000619
AGT0000362,EMP00887,T1,VND0000007,2025-02-22 19:09:12,AGT0000408
AGT0000363,EMP00859,T1,VND0000008,2025-11-08 00:32:41,AGT0000923
AGT0000364,EMP00746,T2,VND0000005,2025-03-11 15:04:16,AGT0000579
AGT0000365,EMP00497,T3,VND0000011,2024-08-09 22:53:38,AGT0000365
AGT0000366,EMP00612,DIGITAL,VND0000001,2025-04-18 10:33:07,AGT0000366
AGT0000367,EMP00961,T2,VND0000011,2024-10-15 10:37:31,AGT0000367
AGT0000368,EMP00270,DIGITAL,VND0000013,2024-12-25 10:44:05,AGT0000749
AGT0000369,EMP00827,T2,VND0000002,2025-09-06 00:00:50,AGT0000616
AGT0000370,EMP00322,T2,VND0000013,2025-04-20 02:36:57,AGT0000370
AGT0000371,EMP00873,T3,VND0000010,2024-08-07 12:46:16,AGT0000424
AGT0000372,EMP00420,DIGITAL,VND0000003,2025-07-23 21:11:38,AGT0000372
AGT0000373,EMP00805,FIELD,VND0000010,2024-03-01 23:07:23,AGT0000373
AGT0000374,EMP00425,T2,VND0000002,2024-09-14 02:22:29,AGT0000126
AGT0000375,EMP00458,T1,VND0000014,2024-07-29 18:25:36,AGT0000375
AGT0000376,EMP00154,T3,VND0000003,2024-09-08 20:59:38,AGT0000230
AGT0000377,EMP00604,T3,VND0000004,2025-03-04 13:36:14,AGT0000505
AGT0000378,EMP00196,FIELD,VND0000012,2024-11-29 09:41:52,AGT0000378
AGT0000379,EMP01087,T1,VND0000005,2025-06-26 23:44:06,AGT0000172
AGT0000380,EMP00412,T2,VND0000014,2024-04-03 06:18:22,AGT0000380
AGT0000381,EMP00676,DIGITAL,VND0000012,2024-07-29 17:59:50,AGT0000381
AGT0000382,EMP00506,FIELD,VND0000015,2025-10-08 10:26:44,AGT0000382
AGT0000383,EMP01061,T1,VND0000015,2024-09-19 17:23:54,AGT0000695
AGT0000384,EMP00749,FIELD,VND0000008,2024-11-04 02:36:13,AGT0000384
AGT0000385,EMP00481,T2,VND0000007,2025-10-09 02:15:45,AGT0000621
AGT0000386,EMP01084,DIGITAL,VND0000006,2025-07-15 14:38:08,AGT0000559
AGT0000387,EMP01019,T2,VND0000005,2025-01-28 02:19:39,AGT0000896
AGT0000388,EMP00813,T3,VND0000005,2025-07-27 18:04:07,AGT0000310
AGT0000389,EMP00670,T3,VND0000009,2025-05-15 13:19:14,AGT0000984
AGT0000390,EMP01049,DIGITAL,VND0000015,2025-02-07 14:01:11,AGT0000390
AGT0000391,EMP00600,T3,VND0000011,2025-04-11 19:05:40,AGT0000391
AGT0000392,EMP00760,FIELD,VND0000006,2025-03-15 09:42:11,AGT0000463
AGT0000393,EMP01006,T1,VND0000007,2024-05-16 20:29:55,AGT0000393
AGT0000394,EMP00722,T1,VND0000013,2024-12-13 02:24:30,AGT0000394
AGT0000395,EMP00757,T3,VND0000013,2024-01-23 05:05:08,AGT0000395
AGT0000396,EMP00942,T1,VND0000012,2024-02-16 05:43:17,AGT0000396
AGT0000397,EMP00992,T2,VND0000006,2024-07-10 20:26:53,AGT0000397
AGT0000398,EMP00760,FIELD,VND0000001,2024-08-08 10:12:45,AGT0000463
AGT0000399,EMP00098,FIELD,VND0000008,2024-09-14 06:08:38,AGT0000399
AGT0000400,EMP00146,T3,VND0000005,2024-07-14 10:51:03,AGT0000400
AGT0000401,EMP00492,T3,VND0000006,2025-06-09 20:04:00,AGT0000401
AGT0000402,EMP00858,FIELD,VND0000014,2025-08-15 10:36:38,AGT0000402
AGT0000403,EMP00572,T1,VND0000007,2025-05-29 20:34:06,AGT0000403
AGT0000404,EMP00880,T2,VND0000011,2025-05-17 22:44:12,AGT0000414
AGT0000405,EMP00058,T3,VND0000014,2025-04-06 22:38:43,AGT0000405
AGT0000406,EMP00178,FIELD,VND0000013,2024-12-21 10:16:53,AGT0000406
AGT0000407,EMP00170,FIELD,VND0000001,2025-08-10 08:21:25,AGT0000407
AGT0000408,EMP00887,T1,VND0000001,2024-10-05 21:02:56,AGT0000408
AGT0000409,EMP00843,DIGITAL,VND0000006,2024-01-22 13:22:28,AGT0000409
AGT0000410,EMP00259,DIGITAL,VND0000006,2024-08-19 15:01:39,AGT0000240
AGT0000411,EMP00090,T1,VND0000007,2025-10-11 01:37:11,AGT0000411
AGT0000412,EMP00150,T3,VND0000014,2025-10-09 19:39:25,AGT0000412
AGT0000413,EMP00367,T1,VND0000013,2024-04-26 08:00:28,AGT0000413
AGT0000414,EMP00880,T3,VND0000005,2024-04-24 02:11:54,AGT0000414
AGT0000415,EMP00471,FIELD,VND0000009,2024-06-16 06:38:13,AGT0000415
AGT0000416,EMP00414,FIELD,VND0000015,2024-12-20 23:12:32,AGT0000416
AGT0000417,EMP00632,T2,VND0000007,2024-01-23 13:05:31,AGT0000417
AGT0000418,EMP00808,T3,VND0000008,2025-05-30 13:17:59,AGT0000709
AGT0000419,EMP00460,T2,VND0000005,2024-04-14 21:44:37,AGT0000419
AGT0000420,EMP00219,FIELD,VND0000010,2024-06-22 12:06:35,AGT0000168
AGT0000421,EMP00968,FIELD,VND0000008,2025-03-01 12:00:30,AGT0000488
AGT0000422,EMP00735,T2,VND0000005,2025-10-10 04:53:38,AGT0000601
AGT0000423,EMP00165,T1,VND0000006,2025-09-20 09:20:53,AGT0000526
AGT0000424,EMP00873,DIGITAL,VND0000010,2024-04-20 13:00:14,AGT0000424
AGT0000425,EMP00805,DIGITAL,VND0000008,2024-12-25 20:11:59,AGT0000373
AGT0000426,EMP00143,T1,VND0000005,2024-12-20 20:38:23,AGT0000426
AGT0000427,EMP01076,T1,VND0000006,2024-12-16 18:58:50,AGT0000427
AGT0000428,EMP00647,T3,VND0000011,2025-01-25 02:21:46,AGT0000258
AGT0000429,EMP00548,T3,VND0000005,2024-06-09 15:16:03,AGT0000429
AGT0000430,EMP00503,DIGITAL,VND0000013,2024-12-31 19:55:32,AGT0000333
AGT0000431,EMP00952,T1,VND0000004,2024-03-05 16:23:00,AGT0000684
AGT0000432,EMP00569,T3,VND0000011,2024-09-23 13:26:01,AGT0000432
AGT0000433,EMP00401,DIGITAL,VND0000009,2024-09-08 06:30:06,AGT0000594
AGT0000434,EMP00605,T1,VND0000010,2024-08-24 14:55:57,AGT0000434
AGT0000435,EMP00187,DIGITAL,VND0000010,2024-08-05 22:34:51,AGT0000435
AGT0000436,EMP00905,FIELD,VND0000005,2025-03-23 02:10:21,AGT0000436
AGT0000437,EMP00613,T2,VND0000003,2025-04-04 12:52:20,AGT0000437
AGT0000438,EMP00245,T2,VND0000008,2024-05-13 07:03:20,AGT0000438
AGT0000439,EMP00805,T3,VND0000007,2025-11-24 18:08:01,AGT0000373
AGT0000440,EMP00429,T2,VND0000008,2024-08-31 23:59:40,AGT0000440
AGT0000441,EMP00791,T2,VND0000010,2025-05-30 13:56:46,AGT0000441
AGT0000442,EMP00634,T3,VND0000015,2025-10-16 03:48:17,AGT0000134
AGT0000443,EMP00455,T2,VND0000015,2025-10-06 04:28:14,AGT0000825
AGT0000444,EMP00365,DIGITAL,VND0000007,2024-09-28 07:08:42,AGT0000444
AGT0000445,EMP00980,T3,VND0000001,2024-03-29 08:14:07,AGT0000445
AGT0000446,EMP00727,DIGITAL,VND0000002,2025-02-08 10:14:48,AGT0000192
AGT0000447,EMP00502,T3,VND0000011,2024-06-02 21:54:43,AGT0000447
AGT0000448,EMP00155,T3,VND0000015,2025-10-30 06:41:15,AGT0000130
AGT0000449,EMP00005,T1,VND0000008,2025-11-04 16:59:23,AGT0000346
AGT0000450,EMP00758,T3,VND0000002,2025-05-24 12:33:25,AGT0000976
AGT0000451,EMP00288,T2,VND0000011,2025-03-23 20:19:31,AGT0000943
AGT0000452,EMP00438,DIGITAL,VND0000008,2025-05-21 02:26:00,AGT0000452
AGT0000453,EMP00269,DIGITAL,VND0000002,2025-07-23 06:17:44,AGT0000864
AGT0000454,EMP01047,T3,VND0000009,2025-02-24 06:46:17,AGT0000454
AGT0000455,EMP00804,T1,VND0000015,2024-03-18 13:48:56,AGT0000455
AGT0000456,EMP00006,T1,VND0000003,2024-04-06 04:19:24,AGT0000456
AGT0000457,EMP00201,T2,VND0000009,2025-04-11 19:35:59,AGT0000457
AGT0000458,EMP00301,T1,VND0000012,2024-06-03 12:29:19,AGT0000458
AGT0000459,EMP00549,T1,VND0000003,2025-09-17 06:11:47,AGT0000106
AGT0000460,EMP00432,T3,VND0000005,2025-02-14 15:03:52,AGT0000460
AGT0000461,EMP00195,FIELD,VND0000006,2024-10-23 21:30:25,AGT0000461
AGT0000462,EMP00857,T2,VND0000011,2025-03-16 21:39:42,AGT0000893
AGT0000463,EMP00760,FIELD,VND0000014,2024-02-07 02:22:47,AGT0000463
AGT0000464,EMP01060,T1,VND0000010,2024-04-03 15:34:26,AGT0000464
AGT0000465,EMP00752,DIGITAL,VND0000012,2024-11-04 16:15:35,AGT0000465
AGT0000466,EMP00352,FIELD,VND0000003,2024-07-19 20:56:54,AGT0000466
AGT0000467,EMP00325,T2,VND0000011,2025-09-20 10:49:05,AGT0000958
AGT0000468,EMP00784,DIGITAL,VND0000009,2024-07-22 08:37:45,AGT0000493
AGT0000469,EMP00515,FIELD,VND0000006,2025-07-31 23:31:04,AGT0000717
AGT0000470,EMP00790,T1,VND0000013,2025-06-30 09:50:29,AGT0000023
AGT0000471,EMP00545,T2,VND0000005,2025-04-02 17:57:46,AGT0000471
AGT0000472,EMP00449,FIELD,VND0000011,2024-02-18 04:58:12,AGT0000472
AGT0000473,EMP00427,T1,VND0000007,2024-08-29 00:58:18,AGT0000473
AGT0000474,EMP00097,FIELD,VND0000003,2024-04-06 14:27:45,AGT0000474
AGT0000475,EMP00941,DIGITAL,VND0000006,2024-05-12 21:36:27,AGT0000475
AGT0000476,EMP01057,DIGITAL,VND0000015,2024-09-07 12:40:55,AGT0000476
AGT0000477,EMP00281,T2,VND0000011,2024-04-28 11:03:21,AGT0000477
AGT0000478,EMP00991,DIGITAL,VND0000004,2024-01-08 09:10:30,AGT0000478
AGT0000479,EMP00092,T3,VND0000012,2024-05-16 19:55:32,AGT0000479
AGT0000480,EMP00734,FIELD,VND0000005,2025-05-14 19:39:58,AGT0000480
AGT0000481,EMP00597,T2,VND0000003,2025-01-20 12:23:00,AGT0000858
AGT0000482,EMP00373,FIELD,VND0000001,2024-03-03 21:46:20,AGT0000510
AGT0000483,EMP00539,DIGITAL,VND0000002,2025-02-14 16:49:47,AGT0000971
AGT0000484,EMP00066,DIGITAL,VND0000003,2024-07-01 14:10:23,AGT0000484
AGT0000485,EMP00917,T2,VND0000010,2024-07-22 09:34:03,AGT0000180
AGT0000486,EMP00038,FIELD,VND0000011,2024-01-09 03:55:33,AGT0000486
AGT0000487,EMP00169,FIELD,VND0000004,2025-06-26 06:24:14,AGT0000487
AGT0000488,EMP00968,T3,VND0000005,2024-07-30 15:59:43,AGT0000488
AGT0000489,EMP00948,FIELD,VND0000008,2025-07-15 18:38:59,AGT0000750
AGT0000490,EMP00793,FIELD,VND0000007,2025-11-16 11:59:11,AGT0000490
AGT0000491,EMP00997,DIGITAL,VND0000013,2024-12-04 13:44:50,AGT0000491
AGT0000492,EMP00969,T1,VND0000012,2024-01-04 11:00:34,AGT0000492
AGT0000493,EMP00784,FIELD,VND0000006,2024-06-23 01:34:06,AGT0000493
AGT0000494,EMP00904,T2,VND0000001,2025-05-02 11:54:41,AGT0000242
AGT0000495,EMP00818,FIELD,VND0000004,2024-03-03 18:20:33,AGT0000495
AGT0000496,EMP00862,DIGITAL,VND0000005,2024-08-28 22:50:16,AGT0000496
AGT0000497,EMP00538,T1,VND0000011,2024-11-19 03:29:33,AGT0000497
AGT0000498,EMP00012,T2,VND0000012,2025-01-12 08:57:06,AGT0000498
AGT0000499,EMP01027,DIGITAL,VND0000015,2025-08-05 05:54:23,AGT0000272
AGT0000500,EMP00061,DIGITAL,VND0000002,2024-11-14 22:25:28,AGT0000500
AGT0000501,EMP00915,FIELD,VND0000009,2024-09-09 20:15:21,AGT0000501
AGT0000502,EMP00980,DIGITAL,VND0000003,2025-03-17 03:50:19,AGT0000445
AGT0000503,EMP00115,T1,VND0000002,2025-06-26 01:00:48,AGT0000313
AGT0000504,EMP00730,T2,VND0000005,2024-07-30 22:21:54,AGT0000504
AGT0000505,EMP00604,T2,VND0000005,2024-09-21 17:42:07,AGT0000505
AGT0000506,EMP00619,T1,VND0000006,2024-07-02 22:55:03,AGT0000165
AGT0000507,EMP00845,FIELD,VND0000005,2025-07-09 11:00:05,AGT0000600
AGT0000508,EMP00995,T2,VND0000010,2024-08-19 17:48:27,AGT0000508
AGT0000509,EMP00280,T2,VND0000008,2025-07-19 22:37:02,AGT0000509
AGT0000510,EMP00373,T3,VND0000012,2024-01-27 09:26:33,AGT0000510
AGT0000511,EMP00405,T2,VND0000006,2024-07-08 22:53:01,AGT0000511
AGT0000512,EMP00468,T2,VND0000014,2024-09-19 16:06:07,AGT0000512
AGT0000513,EMP01036,T3,VND0000014,2024-09-22 11:27:00,AGT0000513
AGT0000514,EMP01006,DIGITAL,VND0000005,2025-06-26 01:08:57,AGT0000393
AGT0000515,EMP00368,T2,VND0000005,2024-07-27 01:00:02,AGT0000515
AGT0000516,EMP00916,T3,VND0000012,2025-09-05 00:56:48,AGT0000025
AGT0000517,EMP00217,T2,VND0000012,2024-06-12 05:24:45,AGT0000517
AGT0000518,EMP00224,T3,VND0000009,2024-02-23 07:28:27,AGT0000518
AGT0000519,EMP01035,T2,VND0000015,2025-04-12 21:14:08,AGT0000519
AGT0000520,EMP00284,DIGITAL,VND0000001,2024-12-26 02:54:23,AGT0000520
AGT0000521,EMP00501,FIELD,VND0000003,2024-12-04 17:49:31,AGT0000521
AGT0000522,EMP00213,T1,VND0000014,2025-05-26 00:37:06,AGT0000522
AGT0000523,EMP00351,FIELD,VND0000005,2025-10-08 12:28:59,AGT0000523
AGT0000524,EMP01002,T3,VND0000007,2024-02-09 00:44:16,AGT0000524
AGT0000525,EMP00232,FIELD,VND0000001,2024-03-01 06:36:30,AGT0000525
AGT0000526,EMP00165,T1,VND0000011,2024-10-02 10:29:04,AGT0000526
AGT0000527,EMP00076,T2,VND0000003,2025-08-24 21:58:03,AGT0000819
AGT0000528,EMP00253,T2,VND0000014,2025-08-21 16:36:57,AGT0000963
AGT0000529,EMP00677,DIGITAL,VND0000004,2025-06-10 00:07:38,AGT0000529
AGT0000530,EMP00639,DIGITAL,VND0000013,2024-12-16 02:30:22,AGT0000357
AGT0000531,EMP01075,T3,VND0000013,2024-06-25 10:57:47,AGT0000091
AGT0000532,EMP00477,T2,VND0000015,2025-06-20 13:38:46,AGT0000532
AGT0000533,EMP01008,FIELD,VND0000009,2024-07-30 15:34:37,AGT0000683
AGT0000534,EMP00457,FIELD,VND0000002,2025-01-28 13:39:39,AGT0000983
AGT0000535,EMP00152,T2,VND0000003,2024-10-20 22:05:47,AGT0000535
AGT0000536,EMP00028,FIELD,VND0000004,2025-08-27 21:45:04,AGT0000732
AGT0000537,EMP00407,T3,VND0000003,2024-05-28 15:27:43,AGT0000537
AGT0000538,EMP00543,T1,VND0000011,2025-01-04 15:38:59,AGT0000538
AGT0000539,EMP00221,FIELD,VND0000001,2025-10-15 03:13:31,AGT0000340
AGT0000540,EMP00755,FIELD,VND0000013,2024-06-11 20:38:58,AGT0000540
AGT0000541,EMP01084,DIGITAL,VND0000001,2025-07-31 23:47:57,AGT0000559
AGT0000542,EMP00261,T3,VND0000003,2024-03-17 10:28:31,AGT0000542
AGT0000543,EMP00391,FIELD,VND0000008,2024-11-09 09:49:01,AGT0000081
AGT0000544,EMP00153,T1,VND0000002,2024-12-27 07:34:08,AGT0000544
AGT0000545,EMP00159,T2,VND0000010,2024-10-03 19:05:46,AGT0000790
AGT0000546,EMP00949,T1,VND0000007,2024-05-30 19:14:24,AGT0000546
AGT0000547,EMP00342,T2,VND0000005,2025-08-29 23:26:05,AGT0000020
AGT0000548,EMP00939,T3,VND0000003,2024-01-09 13:08:35,AGT0000548
AGT0000549,EMP00686,T1,VND0000011,2024-07-18 09:52:05,AGT0000549
AGT0000550,EMP00867,T1,VND0000002,2025-03-08 06:41:16,AGT0000326
AGT0000551,EMP00541,T3,VND0000006,2025-09-29 16:03:36,AGT0000803
AGT0000552,EMP00685,DIGITAL,VND0000003,2025-04-24 07:24:16,AGT0000213
AGT0000553,EMP00653,DIGITAL,VND0000010,2024-05-31 11:42:19,AGT0000553
AGT0000554,EMP00065,DIGITAL,VND0000004,2025-08-10 12:28:53,AGT0000554
AGT0000555,EMP00109,FIELD,VND0000013,2025-11-22 02:38:05,AGT0000555
AGT0000556,EMP00742,FIELD,VND0000003,2025-11-06 11:52:04,AGT0000556
AGT0000557,EMP00878,T1,VND0000007,2024-12-17 19:17:29,AGT0000557
AGT0000558,EMP01081,DIGITAL,VND0000014,2025-10-25 07:58:27,AGT0000558
AGT0000559,EMP01084,T1,VND0000006,2025-06-18 01:55:23,AGT0000559
AGT0000560,EMP00737,T1,VND0000002,2024-08-04 21:25:47,AGT0000560
AGT0000561,EMP00016,T2,VND0000014,2025-11-20 03:03:23,AGT0000561
AGT0000562,EMP00064,FIELD,VND0000006,2024-09-27 06:13:42,AGT0000562
AGT0000563,EMP00550,T1,VND0000013,2024-04-21 08:16:32,AGT0000563
AGT0000564,EMP00851,T3,VND0000015,2024-04-20 00:17:49,AGT0000564
AGT0000565,EMP00620,FIELD,VND0000013,2025-07-11 10:43:50,AGT0000565
AGT0000566,EMP00665,T2,VND0000004,2025-10-17 04:22:56,AGT0000566
AGT0000567,EMP00405,T1,VND0000007,2024-12-15 12:34:37,AGT0000511
AGT0000568,EMP00406,FIELD,VND0000012,2025-02-03 02:39:57,AGT0000568
AGT0000569,EMP00158,T1,VND0000012,2025-08-28 09:42:29,AGT0000569
AGT0000570,EMP00239,FIELD,VND0000009,2024-12-28 03:12:15,AGT0000570
AGT0000571,EMP00517,T1,VND0000007,2025-02-02 04:34:11,AGT0000634
AGT0000572,EMP00273,FIELD,VND0000014,2025-02-01 04:44:54,AGT0000949
AGT0000573,EMP00955,T3,VND0000013,2024-01-31 16:10:04,AGT0000573
AGT0000574,EMP00948,DIGITAL,VND0000015,2025-09-07 01:04:07,AGT0000750
AGT0000575,EMP00561,FIELD,VND0000009,2024-02-11 07:42:33,AGT0000575
AGT0000576,EMP00530,T1,VND0000014,2025-02-14 11:20:09,AGT0000576
AGT0000577,EMP00952,T1,VND0000004,2024-08-03 17:40:22,AGT0000684
AGT0000578,EMP00038,T3,VND0000001,2024-04-10 00:47:32,AGT0000486
AGT0000579,EMP00746,T2,VND0000008,2025-01-07 07:41:41,AGT0000579
AGT0000580,EMP00768,DIGITAL,VND0000015,2024-01-30 15:33:42,AGT0000580
AGT0000581,EMP00236,FIELD,VND0000014,2025-11-08 10:10:32,AGT0000581
AGT0000582,EMP00189,T3,VND0000005,2024-03-14 17:28:51,AGT0000582
AGT0000583,EMP00037,T3,VND0000008,2025-06-25 23:47:01,AGT0000583
AGT0000584,EMP00951,T1,VND0000002,2024-08-31 19:43:46,AGT0000584
AGT0000585,EMP00543,T1,VND0000007,2025-01-09 02:18:51,AGT0000538
AGT0000586,EMP00111,FIELD,VND0000001,2024-11-13 08:10:10,AGT0000586
AGT0000587,EMP00508,FIELD,VND0000006,2025-09-18 18:58:28,AGT0000623
AGT0000588,EMP00593,T3,VND0000004,2024-06-21 15:22:26,AGT0000588
AGT0000589,EMP01036,T1,VND0000002,2024-12-02 05:58:55,AGT0000513
AGT0000590,EMP00569,T3,VND0000004,2025-03-18 12:58:05,AGT0000432
AGT0000591,EMP00692,FIELD,VND0000004,2024-09-11 20:20:05,AGT0000591
AGT0000592,EMP00143,DIGITAL,VND0000006,2025-08-12 08:06:57,AGT0000426
AGT0000593,EMP00356,T2,VND0000002,2024-06-30 15:29:38,AGT0000593
AGT0000594,EMP00401,T1,VND0000006,2024-03-26 13:39:17,AGT0000594
AGT0000595,EMP00248,DIGITAL,VND0000012,2025-10-16 07:51:12,AGT0000050
AGT0000596,EMP00084,DIGITAL,VND0000006,2025-01-12 19:01:16,AGT0000596
AGT0000597,EMP00339,DIGITAL,VND0000011,2025-03-27 23:04:10,AGT0000597
AGT0000598,EMP00573,T3,VND0000003,2025-08-28 04:47:22,AGT0000598
AGT0000599,EMP00502,T1,VND0000004,2025-01-04 01:34:20,AGT0000447
AGT0000600,EMP00845,T1,VND0000013,2025-01-28 05:20:04,AGT0000600
AGT0000601,EMP00735,T2,VND0000012,2025-07-17 17:39:18,AGT0000601
AGT0000602,EMP00019,DIGITAL,VND0000008,2024-10-07 14:24:23,AGT0000602
AGT0000603,EMP00737,DIGITAL,VND0000011,2024-11-21 00:58:56,AGT0000560
AGT0000604,EMP01058,T2,VND0000011,2025-02-05 03:20:33,AGT0000604
AGT0000605,EMP01024,FIELD,VND0000001,2024-11-21 22:14:54,AGT0000605
AGT0000606,EMP00816,T3,VND0000007,2025-06-20 00:50:46,AGT0000606
AGT0000607,EMP00378,DIGITAL,VND0000004,2024-03-11 13:29:23,AGT0000607
AGT0000608,EMP00422,FIELD,VND0000010,2024-01-09 04:38:01,AGT0000608
AGT0000609,EMP00723,FIELD,VND0000012,2024-03-13 08:32:15,AGT0000609
AGT0000610,EMP00536,FIELD,VND0000011,2024-12-04 09:40:15,AGT0000119
AGT0000611,EMP00240,DIGITAL,VND0000008,2024-06-11 09:57:57,AGT0000611
AGT0000612,EMP00674,DIGITAL,VND0000001,2025-10-19 17:38:58,AGT0000012
AGT0000613,EMP00253,FIELD,VND0000010,2025-11-14 23:10:35,AGT0000963
AGT0000614,EMP00502,FIELD,VND0000001,2025-04-19 12:58:13,AGT0000447
AGT0000615,EMP00497,FIELD,VND0000004,2025-03-17 17:02:55,AGT0000365
AGT0000616,EMP00827,T2,VND0000010,2024-09-08 02:36:27,AGT0000616
AGT0000617,EMP00156,T1,VND0000012,2025-07-06 03:12:38,AGT0000617
AGT0000618,EMP00942,T2,VND0000013,2024-08-18 17:38:38,AGT0000396
AGT0000619,EMP00799,T1,VND0000008,2024-09-01 10:07:46,AGT0000619
AGT0000620,EMP00621,DIGITAL,VND0000006,2024-05-12 09:20:35,AGT0000620
AGT0000621,EMP00481,T2,VND0000011,2024-12-28 04:52:28,AGT0000621
AGT0000622,EMP00640,DIGITAL,VND0000010,2024-07-24 21:48:49,AGT0000659
AGT0000623,EMP00508,DIGITAL,VND0000007,2025-02-27 06:43:09,AGT0000623
AGT0000624,EMP01067,FIELD,VND0000009,2024-03-18 14:15:27,AGT0000624
AGT0000625,EMP01099,T3,VND0000005,2025-07-04 04:19:29,AGT0000278
AGT0000626,EMP01074,T1,VND0000014,2024-06-10 03:32:46,AGT0000626
AGT0000627,EMP00208,T2,VND0000001,2025-03-26 18:48:20,AGT0000627
AGT0000628,EMP00940,DIGITAL,VND0000014,2024-06-20 10:55:09,AGT0000628
AGT0000629,EMP00599,T2,VND0000015,2025-11-05 10:09:37,AGT0000327
AGT0000630,EMP01080,T2,VND0000009,2025-04-25 12:26:57,AGT0000630
AGT0000631,EMP00264,T3,VND0000006,2024-06-18 09:40:17,AGT0000631
AGT0000632,EMP00372,DIGITAL,VND0000013,2024-04-19 21:41:34,AGT0000632
AGT0000633,EMP00285,T1,VND0000007,2024-08-31 02:27:07,AGT0000633
AGT0000634,EMP00517,T3,VND0000013,2024-05-08 16:07:26,AGT0000634
AGT0000635,EMP00799,DIGITAL,VND0000004,2025-08-14 00:20:42,AGT0000619
AGT0000636,EMP00772,FIELD,VND0000003,2025-03-12 05:31:29,AGT0000636
AGT0000637,EMP01002,FIELD,VND0000006,2024-11-09 06:28:44,AGT0000524
AGT0000638,EMP00748,T1,VND0000013,2024-08-02 15:40:43,AGT0000638
AGT0000639,EMP00798,T1,VND0000011,2024-08-10 17:38:17,AGT0000639
AGT0000640,EMP00011,DIGITAL,VND0000009,2025-03-08 05:07:59,AGT0000640
AGT0000641,EMP00825,DIGITAL,VND0000001,2025-07-05 22:15:20,AGT0000774
AGT0000642,EMP00803,FIELD,VND0000010,2024-11-27 04:42:57,AGT0000780
AGT0000643,EMP01023,DIGITAL,VND0000001,2025-08-28 08:47:19,AGT0000643
AGT0000644,EMP00636,FIELD,VND0000013,2025-01-16 21:44:51,AGT0000094
AGT0000645,EMP00573,T2,VND0000001,2025-09-25 19:58:46,AGT0000598
