month,dpd_band,risk_segment,recommended_channel,targeted_accounts,recovered_accounts,recovered_amount,payment_conversion,recovery_per_targeted_account
2026-05,91+,HIGH,SMS,58,0,0.0,0.0,0.0
2026-05,91+,HIGH,VOICE,54,3,287452.07,0.05555555555555555,5323.186481481482
2026-05,91+,HIGH,WHATSAPP,72,2,104150.76000000001,0.027777777777777776,1446.5383333333334
2026-05,91+,LOW,FIELD,75,0,0.0,0.0,0.0
2026-05,91+,LOW,SMS,65,3,183702.5,0.046153846153846156,2826.1923076923076
2026-05,91+,LOW,VOICE,72,3,146767.68,0.041666666666666664,2038.4399999999998
2026-05,91+,LOW,WHATSAPP,57,2,153415.43,0.03508771929824561,2691.498771929824
2026-05,91+,MEDIUM,FIELD,63,2,195207.7,0.031746031746031744,3098.534920634921
2026-05,91+,MEDIUM,SMS,74,0,0.0,0.0,0.0
2026-05,91+,MEDIUM,VOICE,61,3,105216.0,0.04918032786885246,1724.8524590163934
2026-05,91+,MEDIUM,WHATSAPP,72,2,239468.30999999997,0.027777777777777776,3325.9487499999996
2026-05,91+,NPA,FIELD,55,2,145502.4,0.03636363636363636,2645.498181818182
2026-05,91+,NPA,SMS,60,3,196883.68,0.05,3281.3946666666666
2026-05,91+,NPA,VOICE,66,2,108639.73000000001,0.030303030303030304,1646.0565151515152
2026-05,91+,NPA,WHATSAPP,73,3,150364.35,0.0410958904109589,2059.785616438356
2026-06,0-30,HIGH,FIELD,162,5,414126.67,0.030864197530864196,2556.337469135802
2026-06,0-30,HIGH,SMS,142,1,103893.01,0.007042253521126761,731.6409154929577
2026-06,0-30,HIGH,VOICE,160,5,463642.25,0.03125,2897.7640625
2026-06,0-30,HIGH,WHATSAPP,174,4,512252.89999999997,0.022988505747126436,2943.982183908046
2026-06,0-30,LOW,FIELD,150,1,131415.72,0.006666666666666667,876.1048
2026-06,0-30,LOW,SMS,157,4,314028.7,0.025477707006369428,2000.1828025477707
2026-06,0-30,LOW,VOICE,127,3,236771.19999999998,0.023622047244094488,1864.340157480315
2026-06,0-30,LOW,WHATSAPP,155,5,352858.23,0.03225806451612903,2276.504709677419
2026-06,0-30,MEDIUM,FIELD,172,4,155199.86,0.023255813953488372,902.3247674418603
2026-06,0-30,MEDIUM,SMS,169,2,129911.25,0.011834319526627219,768.7056213017752
2026-06,0-30,MEDIUM,VOICE,157,6,309387.74,0.03821656050955414,1970.6225477707005
2026-06,0-30,MEDIUM,WHATSAPP,146,2,287634.69,0.0136986301369863,1970.1006164383562
2026-06,0-30,NPA,FIELD,145,7,527470.61,0.04827586206896552,3637.728344827586
2026-06,0-30,NPA,SMS,155,4,479139.61,0.025806451612903226,3091.2232903225804
2026-06,0-30,NPA,VOICE,142,6,326621.61,0.04225352112676056,2300.1521830985916
2026-06,0-30,NPA,WHATSAPP,142,3,242615.16999999998,0.02112676056338028,1708.5575352112676
2026-06,31-60,HIGH,FIELD,65,3,207388.78999999998,0.046153846153846156,3190.596769230769
2026-06,31-60,HIGH,SMS,58,1,75522.78,0.017241379310344827,1302.116896551724
2026-06,31-60,HIGH,VOICE,56,0,0.0,0.0,0.0
2026-06,31-60,HIGH,WHATSAPP,53,2,124694.45999999999,0.03773584905660377,2352.7256603773585
2026-06,31-60,LOW,FIELD,64,3,266324.14,0.046875,4161.3146875
2026-06,31-60,LOW,SMS,86,3,368831.33999999997,0.03488372093023256,4288.736511627907
2026-06,31-60,LOW,VOICE,67,3,246366.0,0.04477611940298507,3677.10447761194
2026-06,31-60,LOW,WHATSAPP,54,1,88445.62,0.018518518518518517,1637.8818518518517
2026-06,31-60,MEDIUM,FIELD,59,0,0.0,0.0,0.0
2026-06,31-60,MEDIUM,SMS,63,6,324674.4,0.09523809523809523,5153.561904761905
2026-06,31-60,MEDIUM,VOICE,69,3,298949.41000000003,0.043478260869565216,4332.600144927536
2026-06,31-60,MEDIUM,WHATSAPP,64,2,175378.89,0.03125,2740.29515625
2026-06,31-60,NPA,FIELD,68,2,136643.44,0.029411764705882353,2009.4623529411765
2026-06,31-60,NPA,SMS,53,1,95172.01,0.018867924528301886,1795.6983018867923
2026-06,31-60,NPA,VOICE,62,3,99955.06,0.04838709677419355,1612.1783870967743
2026-06,31-60,NPA,WHATSAPP,62,0,0.0,0.0,0.0
2026-06,61-90,HIGH,FIELD,58,2,95509.43,0.034482758620689655,1646.7143103448275
2026-06,61-90,HIGH,SMS,57,6,357507.65,0.10526315789473684,6272.064035087719
2026-06,61-90,HIGH,VOICE,71,1,113846.87,0.014084507042253521,1603.477042253521
2026-06,61-90,HIGH,WHATSAPP,62,1,77123.7,0.016129032258064516,1243.9306451612904
2026-06,61-90,LOW,FIELD,84,3,228982.34,0.03571428571428571,2725.980238095238
2026-06,61-90,LOW,SMS,74,2,154460.24,0.02702702702702703,2087.3005405405406
2026-06,61-90,LOW,VOICE,70,1,49790.75,0.014285714285714285,711.2964285714286
2026-06,61-90,LOW,WHATSAPP,67,1,31892.12,0.014925373134328358,476.0017910447761
2026-06,61-90,MEDIUM,FIELD,73,2,266816.02,0.0273972602739726,3655.01397260274
2026-06,61-90,MEDIUM,SMS,64,1,44546.27,0.015625,696.03546875
2026-06,61-90,MEDIUM,VOICE,65,2,167813.34,0.03076923076923077,2581.743692307692
2026-06,61-90,MEDIUM,WHATSAPP,75,4,236397.26,0.05333333333333334,3151.9634666666666
2026-06,61-90,NPA,FIELD,63,1,117231.06,0.015873015873015872,1860.8104761904763
2026-06,61-90,NPA,SMS,65,0,0.0,0.0,0.0
2026-06,61-90,NPA,VOICE,72,2,162323.82,0.027777777777777776,2254.4975
2026-06,61-90,NPA,WHATSAPP,60,1,38415.93,0.016666666666666666,640.2655
2026-06,91+,HIGH,FIELD,61,4,130733.39,0.06557377049180328,2143.1703278688524
2026-06,91+,HIGH,SMS,68,2,186355.34999999998,0.029411764705882353,2740.519852941176
2026-06,91+,HIGH,VOICE,56,3,173468.96000000002,0.05357142857142857,3097.6600000000003
2026-06,91+,HIGH,WHATSAPP,71,3,202169.2,0.04225352112676056,2847.4535211267607
2026-06,91+,LOW,FIELD,61,4,267526.26,0.06557377049180328,4385.6763934426235
2026-06,91+,LOW,SMS,59,1,117836.67,0.01694915254237288,1997.2316949152541
2026-06,91+,LOW,VOICE,70,2,146085.53,0.02857142857142857,2086.936142857143
2026-06,91+,LOW,WHATSAPP,60,3,346909.84,0.05,5781.830666666667
2026-06,91+,MEDIUM,FIELD,58,1,13414.07,0.017241379310344827,231.27706896551723
2026-06,91+,MEDIUM,SMS,58,2,120417.06,0.034482758620689655,2076.156206896552
2026-06,91+,MEDIUM,VOICE,63,2,27477.21,0.031746031746031744,436.14619047619044
2026-06,91+,MEDIUM,WHATSAPP,67,2,136243.2,0.029850746268656716,2033.4805970149255
2026-06,91+,NPA,FIELD,59,1,53269.25,0.01694915254237288,902.8686440677966
2026-06,91+,NPA,SMS,62,1,110518.39,0.016129032258064516,1782.554677419355
2026-06,91+,NPA,VOICE,68,4,279935.23,0.058823529411764705,4116.694558823529
2026-06,91+,NPA,WHATSAPP,56,4,343807.39,0.07142857142857142,6139.417678571429
2026-07,0-30,HIGH,FIELD,175,3,226113.29,0.017142857142857144,1292.075942857143
2026-07,0-30,HIGH,SMS,152,2,44842.41,0.013157894736842105,295.0158552631579
2026-07,0-30,HIGH,VOICE,151,5,494778.94,0.033112582781456956,3276.6817218543047
2026-07,0-30,HIGH,WHATSAPP,155,5,321876.11,0.03225806451612903,2076.620064516129
2026-07,0-30,LOW,FIELD,142,3,118062.09,0.02112676056338028,831.4231690140845
2026-07,0-30,LOW,SMS,145,7,560397.14,0.04827586206896552,3864.8078620689657
2026-07,0-30,LOW,VOICE,154,4,415708.98,0.025974025974025976,2699.408961038961
2026-07,0-30,LOW,WHATSAPP,158,6,438805.4,0.0379746835443038,2777.249367088608
2026-07,0-30,MEDIUM,FIELD,173,6,464044.33,0.03468208092485549,2682.337167630058
2026-07,0-30,MEDIUM,SMS,156,7,550825.62,0.04487179487179487,3530.9334615384614
2026-07,0-30,MEDIUM,VOICE,170,9,493754.49,0.052941176470588235,2904.438176470588
2026-07,0-30,MEDIUM,WHATSAPP,167,5,618432.27,0.029940119760479042,3703.187245508982
2026-07,0-30,NPA,FIELD,160,4,304546.35,0.025,1903.4146875
2026-07,0-30,NPA,SMS,171,6,534844.53,0.03508771929824561,3127.7457894736845
2026-07,0-30,NPA,VOICE,152,2,210341.97,0.013157894736842105,1383.82875
2026-07,0-30,NPA,WHATSAPP,149,6,308919.17,0.040268456375838924,2073.283020134228
2026-07,31-60,HIGH,FIELD,60,3,195327.11,0.05,3255.451833333333
2026-07,31-60,HIGH,SMS,69,1,111888.74,0.014492753623188406,1621.5759420289855
2026-07,31-60,HIGH,VOICE,78,0,0.0,0.0,0.0
2026-07,31-60,HIGH,WHATSAPP,80,2,126381.14,0.025,1579.76425
2026-07,31-60,LOW,FIELD,70,3,308440.77,0.04285714285714286,4406.296714285714
2026-07,31-60,LOW,SMS,71,4,332543.49,0.056338028169014086,4683.711126760563
2026-07,31-60,LOW,VOICE,63,2,237988.7,0.031746031746031744,3777.598412698413
2026-07,31-60,LOW,WHATSAPP,65,1,41608.62,0.015384615384615385,640.1326153846154
2026-07,31-60,MEDIUM,FIELD,70,2,220180.80000000002,0.02857142857142857,3145.44
2026-07,31-60,MEDIUM,SMS,72,3,225106.83000000002,0.041666666666666664,3126.4837500000003
2026-07,31-60,MEDIUM,VOICE,61,3,203227.75,0.04918032786885246,3331.6024590163934
2026-07,31-60,MEDIUM,WHATSAPP,66,2,232491.75,0.030303030303030304,3522.6022727272725
2026-07,31-60,NPA,FIELD,63,3,110708.85999999999,0.047619047619047616,1757.2834920634918
2026-07,31-60,NPA,SMS,46,1,8747.86,0.021739130434782608,190.1708695652174
2026-07,31-60,NPA,VOICE,77,3,170352.88,0.03896103896103896,2212.375064935065
2026-07,31-60,NPA,WHATSAPP,63,2,152736.85,0.031746031746031744,2424.3944444444446
2026-07,61-90,HIGH,FIELD,64,3,228372.97999999998,0.046875,3568.3278124999997
2026-07,61-90,HIGH,SMS,51,2,18345.7,0.0392156862745098,359.7196078431373
2026-07,61-90,HIGH,VOICE,65,3,242730.86000000002,0.046153846153846156,3734.3209230769235
2026-07,61-90,HIGH,WHATSAPP,75,1,496.24,0.013333333333333334,6.616533333333334
2026-07,61-90,LOW,FIELD,59,2,245677.87,0.03389830508474576,4164.031694915254
2026-07,61-90,LOW,SMS,70,3,105246.91,0.04285714285714286,1503.5272857142857
2026-07,61-90,LOW,VOICE,69,4,176185.50999999998,0.057971014492753624,2553.413188405797
2026-07,61-90,LOW,WHATSAPP,94,3,207497.36,0.031914893617021274,2207.418723404255
2026-07,61-90,MEDIUM,FIELD,61,3,317851.66,0.04918032786885246,5210.6829508196715
2026-07,61-90,MEDIUM,SMS,66,1,95749.25,0.015151515151515152,1450.746212121212
2026-07,61-90,MEDIUM,VOICE,63,3,172288.57,0.047619047619047616,2734.7392063492066
2026-07,61-90,MEDIUM,WHATSAPP,49,4,420685.53,0.08163265306122448,8585.418979591837
2026-07,61-90,NPA,FIELD,60,1,38542.8,0.016666666666666666,642.38
2026-07,61-90,NPA,SMS,71,3,228003.81,0.04225352112676056,3211.3212676056337
2026-07,61-90,NPA,VOICE,63,2,145771.76,0.031746031746031744,2313.8374603174607
2026-07,61-90,NPA,WHATSAPP,74,2,144945.06,0.02702702702702703,1958.717027027027
2026-07,91+,HIGH,FIELD,65,3,139905.11,0.046153846153846156,2152.3863076923076
2026-07,91+,HIGH,SMS,59,0,0.0,0.0,0.0
2026-07,91+,HIGH,VOICE,59,2,56534.86,0.03389830508474576,958.217966101695
2026-07,91+,HIGH,WHATSAPP,63,2,132811.38,0.031746031746031744,2108.117142857143
2026-07,91+,LOW,FIELD,70,3,275350.72,0.04285714285714286,3933.581714285714
2026-07,91+,LOW,SMS,66,2,200090.31,0.030303030303030304,3031.671363636364
2026-07,91+,LOW,VOICE,76,4,398062.36,0.05263157894736842,5237.662631578947
2026-07,91+,LOW,WHATSAPP,52,1,133898.05,0.019230769230769232,2574.9624999999996
2026-07,91+,MEDIUM,FIELD,70,3,219842.0,0.04285714285714286,3140.6
2026-07,91+,MEDIUM,SMS,58,3,166639.33000000002,0.05172413793103448,2873.0918965517244
2026-07,91+,MEDIUM,VOICE,54,0,0.0,0.0,0.0
2026-07,91+,MEDIUM,WHATSAPP,68,3,263878.54,0.04411764705882353,3880.566764705882
2026-07,91+,NPA,FIELD,66,3,227890.53,0.045454545454545456,3452.886818181818
2026-07,91+,NPA,SMS,69,2,200743.79,0.028985507246376812,2909.330289855073
2026-07,91+,NPA,VOICE,52,2,115975.74,0.038461538461538464,2230.3026923076923
2026-07,91+,NPA,WHATSAPP,61,2,134150.5,0.03278688524590164,2199.188524590164
2026-08,0-30,HIGH,FIELD,44,1,63288.91,0.022727272727272728,1438.3843181818183
2026-08,0-30,HIGH,SMS,48,0,0.0,0.0,0.0
2026-08,0-30,HIGH,VOICE,33,1,123091.28,0.030303030303030304,3730.038787878788
2026-08,0-30,HIGH,WHATSAPP,50,1,83300.43,0.02,1666.0086
2026-08,0-30,LOW,FIELD,38,2,210323.93000000002,0.05263157894736842,5534.840263157896
2026-08,0-30,LOW,SMS,41,0,0.0,0.0,0.0
2026-08,0-30,LOW,VOICE,45,2,89990.90999999999,0.044444444444444446,1999.7979999999998
2026-08,0-30,LOW,WHATSAPP,41,0,0.0,0.0,0.0
2026-08,0-30,MEDIUM,FIELD,60,1,13812.02,0.016666666666666666,230.20033333333333
2026-08,0-30,MEDIUM,SMS,43,0,0.0,0.0,0.0
2026-08,0-30,MEDIUM,VOICE,43,1,147654.94,0.023255813953488372,3433.8358139534885
2026-08,0-30,MEDIUM,WHATSAPP,49,0,0.0,0.0,0.0
2026-08,0-30,NPA,FIELD,33,0,0.0,0.0,0.0
2026-08,0-30,NPA,SMS,48,1,106950.6,0.020833333333333332,2228.1375000000003
2026-08,0-30,NPA,VOICE,45,0,0.0,0.0,0.0
2026-08,0-30,NPA,WHATSAPP,37,0,0.0,0.0,0.0
2026-08,31-60,HIGH,FIELD,14,0,0.0,0.0,0.0
2026-08,31-60,HIGH,SMS,23,0,0.0,0.0,0.0
2026-08,31-60,HIGH,VOICE,17,0,0.0,0.0,0.0
2026-08,31-60,HIGH,WHATSAPP,14,0,0.0,0.0,0.0
2026-08,31-60,LOW,FIELD,19,0,0.0,0.0,0.0
2026-08,31-60,LOW,SMS,20,0,0.0,0.0,0.0
2026-08,31-60,LOW,VOICE,16,1,45638.34,0.0625,2852.39625
2026-08,31-60,LOW,WHATSAPP,29,0,0.0,0.0,0.0
2026-08,31-60,MEDIUM,FIELD,17,0,0.0,0.0,0.0
2026-08,31-60,MEDIUM,SMS,20,0,0.0,0.0,0.0
2026-08,31-60,MEDIUM,VOICE,19,0,0.0,0.0,0.0
2026-08,31-60,MEDIUM,WHATSAPP,17,0,0.0,0.0,0.0
2026-08,31-60,NPA,FIELD,19,0,0.0,0.0,0.0
2026-08,31-60,NPA,SMS,17,0,0.0,0.0,0.0
2026-08,31-60,NPA,VOICE,25,1,28105.96,0.04,1124.2384
2026-08,31-60,NPA,WHATSAPP,25,0,0.0,0.0,0.0
2026-08,61-90,HIGH,FIELD,13,0,0.0,0.0,0.0
2026-08,61-90,HIGH,SMS,17,0,0.0,0.0,0.0
2026-08,61-90,HIGH,VOICE,14,0,0.0,0.0,0.0
2026-08,61-90,HIGH,WHATSAPP,20,0,0.0,0.0,0.0
2026-08,61-90,LOW,FIELD,15,0,0.0,0.0,0.0
2026-08,61-90,LOW,SMS,13,0,0.0,0.0,0.0
2026-08,61-90,LOW,VOICE,20,0,0.0,0.0,0.0
2026-08,61-90,LOW,WHATSAPP,21,0,0.0,0.0,0.0
2026-08,61-90,MEDIUM,FIELD,18,0,0.0,0.0,0.0
2026-08,61-90,MEDIUM,SMS,18,0,0.0,0.0,0.0
2026-08,61-90,MEDIUM,VOICE,20,0,0.0,0.0,0.0
2026-08,61-90,MEDIUM,WHATSAPP,23,0,0.0,0.0,0.0
2026-08,61-90,NPA,FIELD,21,0,0.0,0.0,0.0
2026-08,61-90,NPA,SMS,14,0,0.0,0.0,0.0
2026-08,61-90,NPA,VOICE,15,0,0.0,0.0,0.0
2026-08,61-90,NPA,WHATSAPP,13,0,0.0,0.0,0.0
2026-08,91+,HIGH,FIELD,19,0,0.0,0.0,0.0
2026-08,91+,HIGH,SMS,11,0,0.0,0.0,0.0
2026-08,91+,HIGH,VOICE,21,0,0.0,0.0,0.0
2026-08,91+,HIGH,WHATSAPP,12,0,0.0,0.0,0.0
2026-08,91+,LOW,FIELD,10,0,0.0,0.0,0.0
2026-08,91+,LOW,SMS,21,0,0.0,0.0,0.0
2026-08,91+,LOW,VOICE,21,0,0.0,0.0,0.0
2026-08,91+,LOW,WHATSAPP,18,0,0.0,0.0,0.0
2026-08,91+,MEDIUM,FIELD,17,0,0.0,0.0,0.0
2026-08,91+,MEDIUM,SMS,15,0,0.0,0.0,0.0
2026-08,91+,MEDIUM,VOICE,16,0,0.0,0.0,0.0
2026-08,91+,MEDIUM,WHATSAPP,26,0,0.0,0.0,0.0
2026-08,91+,NPA,FIELD,17,0,0.0,0.0,0.0
2026-08,91+,NPA,SMS,18,0,0.0,0.0,0.0
2026-08,91+,NPA,VOICE,15,0,0.0,0.0,0.0
2026-08,91+,NPA,WHATSAPP,25,0,0.0,0.0,0.0
